,Brand,Movement,Case material,Bracelet material,Gender,Price,Shape,Crystal,Dial,Bracelet color,Clasp,Total Sale,Seller Reviews,Year,Volume
40939,Enicar,Automatic,steel,Leather,Men's watch/Unisex,222750.0,Circular,Plexiglass,Black,Black,Buckle,908.0,599.0,1966-01-01,Medium Sale
40949,Enicar,Manual winding,steel,Leather,Men's watch/Unisex,19800.0,Circular,Plexiglass,Silver,Brown,Buckle,766.0,484.0,1970-01-01,Medium Sale
40952,Enicar,Automatic,steel,Leather,Men's watch/Unisex,237435.0,Circular,Plexiglass,Blue,Black,Buckle,374.0,268.0,1975-01-01,Low Sale
40953,Enicar,Automatic,steel,Steel,Men's watch/Unisex,256575.0,Circular,Plexiglass,Black,Steel,"Fold clasp, hidden",374.0,268.0,1960-01-01,Low Sale
40959,Enicar,Manual winding,steel,Steel,Men's watch/Unisex,946275.0,Circular,Plexiglass,Black,Steel,Fold clasp,909.0,723.0,1963-01-01,Medium Sale
40960,Enicar,Automatic,steel,Textile,Men's watch/Unisex,244365.0,Circular,Plexiglass,Black,Green,Buckle,595.0,444.0,1970-01-01,Low Sale
40964,Enicar,Automatic,steel,Steel,Men's watch/Unisex,222090.0,Circular,Mineral Glass,Black,Steel,Fold clasp,342.0,272.0,1965-01-01,Low Sale
40969,Enicar,Manual winding,steel,Leather,Men's watch/Unisex,218295.0,Circular,Plexiglass,Silver,Black,Buckle,374.0,268.0,1960-01-01,Low Sale
40973,Enicar,Manual winding,gold,Leather,Men's watch/Unisex,31102.5,Circular,Plexiglass,Champagne,Blue,Buckle,14642.0,448.0,1960-01-01,High Sale
40976,Enicar,Automatic,steel,Leather,Men's watch/Unisex,34732.5,Rectangular,Plexiglass,Gold,Red,Buckle,14642.0,448.0,1975-01-01,High Sale
41008,Enicar,Automatic,steel,Leather,Men's watch/Unisex,270352.5,Circular,Plexiglass,Black,Black,Double-fold clasp,14642.0,448.0,1970-01-01,High Sale
41013,Ennebi,Automatic,Titanium,Leather,Men's watch/Unisex,309210.0,Circular,Sapphire crystal,Black,Brown,Buckle,14642.0,448.0,2014-01-01,High Sale
41027,Maurice Lacroix,Automatic,steel,Leather,Men's watch/Unisex,132412.5,Circular,Sapphire crystal,Silver (solid),Black,Buckle,683.0,514.0,2003-01-01,Low Sale
41032,Maurice Lacroix,Automatic,steel,Animal skin,Men's watch/Unisex,195030.0,Circular,Sapphire crystal,Silver,Black,Fold clasp,1147.0,850.0,2006-01-01,Medium Sale
41036,Maurice Lacroix,Quartz,steel,Steel,Men's watch/Unisex,62205.0,Circular,Mineral Glass,Black,Steel,"Fold clasp, hidden",274.0,228.0,2023-01-01,Low Sale
41038,Maurice Lacroix,Automatic,steel,Leather,Men's watch/Unisex,82500.0,Circular,Sapphire crystal,Silver,Black,Fold clasp,1611.0,1151.0,2024-01-01,Medium Sale
41041,Maurice Lacroix,Automatic,steel,Steel,Men's watch/Unisex,104857.5,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,987.0,669.0,2023-01-01,Medium Sale
41042,Maurice Lacroix,Automatic,steel,Leather,Men's watch/Unisex,47190.0,Circular,Sapphire crystal,Silver,Brown,Fold clasp,366.0,246.0,2024-01-01,Low Sale
41044,Maurice Lacroix,Automatic,steel,Steel,Men's watch/Unisex,103867.5,Circular,Sapphire crystal,Black,Steel,Fold clasp,366.0,246.0,2024-01-01,Low Sale
41046,Maurice Lacroix,Automatic,gold,Leather,Men's watch/Unisex,212355.0,Circular,Sapphire crystal,Silver,Brown,Buckle,339.0,258.0,1993-01-01,Low Sale
41052,Maurice Lacroix,Automatic,steel,Leather,Men's watch/Unisex,66000.0,Rectangular,Sapphire crystal,Black,Black,Fold clasp,14642.0,448.0,2024-01-01,High Sale
41054,Maurice Lacroix,Automatic,Titanium,Leather,Men's watch/Unisex,387750.0,Circular,Sapphire crystal,Grey,Black,Double-fold clasp,239.0,189.0,2024-01-01,Low Sale
41085,Mb&f,Automatic,Titanium,Animal skin,Men's watch/Unisex,5193375.0,Circular,Sapphire crystal,Black,Blue,Buckle,3090.0,2340.0,2021-01-01,High Sale
41093,Mb&f,Automatic,steel,Leather,Men's watch/Unisex,426442.5,Rectangular,Sapphire crystal,Blue,Black,Double-fold clasp,14642.0,448.0,2023-01-01,High Sale
41096,Mb&f,Automatic,steel,Leather,Men's watch/Unisex,435352.5,Rectangular,Sapphire crystal,Green,Black,Double-fold clasp,14642.0,448.0,2024-01-01,High Sale
41098,Mb&f,Automatic,steel,Leather,Men's watch/Unisex,466537.5,Rectangular,Sapphire crystal,Green,Black,Double-fold clasp,14642.0,448.0,2023-01-01,High Sale
41110,Mb&f,Automatic,steel,Leather,Men's watch/Unisex,510922.5,Rectangular,Sapphire crystal,Blue,Black,Double-fold clasp,680.0,556.0,2023-01-01,Low Sale
41127,Mb&f,Automatic,steel,Leather,Men's watch/Unisex,577417.5,Circular,Sapphire crystal,Blue,White,Double-fold clasp,268.0,197.0,2021-01-01,Low Sale
41129,Mb&f,Automatic,steel,Textile,Men's watch/Unisex,352357.5,Rectangular,Sapphire crystal,Green,Black,Fold clasp,259.0,215.0,2023-01-01,Low Sale
41132,Mb&f,Automatic,steel,Leather,Men's watch/Unisex,373147.5,Rectangular,Sapphire crystal,Red,Black,Double-fold clasp,681.0,476.0,2023-01-01,Low Sale
41145,Meccaniche Veloci,Automatic,Titanium,Leather,Men's watch/Unisex,285285.0,Circular,Sapphire crystal,Silver,Black,Buckle,374.0,268.0,2015-01-01,Low Sale
41146,Meccaniche Veloci,Automatic,Titanium,Rubber,Men's watch/Unisex,176797.5,Circular,Sapphire crystal,Black,Black,Buckle,610.0,369.0,2018-01-01,Low Sale
41152,Meccaniche Veloci,Automatic,Titanium,Silicon,Men's watch/Unisex,56760.0,Circular,Sapphire crystal,Red,Black,Buckle,14642.0,448.0,2015-01-01,High Sale
41154,Meccaniche Veloci,Automatic,Carbon,Animal skin,Men's watch/Unisex,231000.0,Rectangular,Sapphire crystal,Yellow,Gold,Buckle,14642.0,448.0,2016-01-01,High Sale
41163,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,266145.0,Circular,Sapphire crystal,Black,Brown,Buckle,648.0,448.0,2024-01-01,Low Sale
41164,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,338250.0,Rectangular,Sapphire crystal,Blue,Brown,Double-fold clasp,14642.0,448.0,2021-01-01,High Sale
41167,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,166650.0,Circular,Sapphire crystal,Blue,Brown,Buckle,14642.0,448.0,2024-01-01,High Sale
41168,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,195442.5,Circular,Sapphire crystal,Blue,Brown,Buckle,648.0,448.0,2024-01-01,Low Sale
41169,Meistersinger,Automatic,steel,Steel,Men's watch/Unisex,138022.5,Circular,Sapphire crystal,Blue,Silver,Fold clasp,6133.0,4129.0,2024-01-01,High Sale
41171,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,78210.0,Circular,Sapphire crystal,Champagne,Brown,Buckle,292.0,218.0,2004-01-01,Low Sale
41172,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,141240.0,Circular,Sapphire crystal,Blue,Brown,Buckle,744.0,627.0,2022-01-01,Medium Sale
41174,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,133237.5,Circular,Sapphire crystal,Black,Brown,Buckle,680.0,556.0,2020-01-01,Low Sale
41176,Meistersinger,Automatic,steel,Leather,Women's watch,88770.0,Circular,Sapphire crystal,Green,Brown,Buckle,1981.0,1294.0,2022-01-01,Medium Sale
41177,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,126390.0,Circular,Sapphire crystal,Black,Brown,Buckle,552.0,481.0,2024-01-01,Low Sale
41178,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,142065.0,Circular,Sapphire crystal,Black,Brown,Buckle,1981.0,1294.0,2023-01-01,Medium Sale
41179,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,210292.5,Rectangular,Sapphire crystal,White,Black,Buckle,1464.0,1009.0,2022-01-01,Medium Sale
41180,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,142147.5,Circular,Sapphire crystal,Black,Black,Buckle,681.0,476.0,2023-01-01,Low Sale
41181,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,141487.5,Circular,Sapphire crystal,Black,Black,Buckle,680.0,490.0,2021-01-01,Low Sale
41182,Meistersinger,Automatic,steel,Rubber,Men's watch/Unisex,239002.5,Circular,Sapphire crystal,Black,Blue,Buckle,265.0,204.0,2024-01-01,Low Sale
41183,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,290565.0,Circular,Sapphire crystal,Blue,Brown,Fold clasp,5038.0,3911.0,2017-01-01,High Sale
41185,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,119955.0,Circular,Sapphire crystal,Blue,Brown,Buckle,681.0,476.0,2017-01-01,Low Sale
41187,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,124162.5,Circular,Sapphire crystal,White,Brown,Buckle,680.0,490.0,2024-01-01,Low Sale
41188,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,124162.5,Circular,Sapphire crystal,Champagne,Brown,Buckle,680.0,490.0,2024-01-01,Low Sale
41189,Meistersinger,Manual winding,steel,Steel,Men's watch/Unisex,132825.0,Circular,Sapphire crystal,Blue,Silver,Fold clasp,680.0,490.0,2023-01-01,Low Sale
41190,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,146190.0,Circular,Sapphire crystal,Champagne,Brown,Buckle,680.0,490.0,2020-01-01,Low Sale
41191,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,102052.5,Circular,Plexiglass,Black,Black,Buckle,680.0,490.0,2023-01-01,Low Sale
41195,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,182820.0,Circular,Sapphire crystal,Red,Black,Buckle,680.0,490.0,2021-01-01,Low Sale
41197,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,159967.5,Circular,Sapphire crystal,Black,Black,Buckle,680.0,490.0,2021-01-01,Low Sale
41200,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,168217.5,Circular,Sapphire crystal,Blue,Brown,Buckle,680.0,490.0,2022-01-01,Low Sale
41201,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,203445.0,Circular,Sapphire crystal,Blue,Gold,Buckle,374.0,327.0,2024-01-01,Low Sale
41202,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,194617.5,Circular,Sapphire crystal,Blue,Silver,Buckle,5038.0,3911.0,2023-01-01,High Sale
41203,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,212272.5,Circular,Sapphire crystal,Champagne,Brown,Buckle,251.0,219.0,2022-01-01,Low Sale
41204,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,221265.0,Circular,Sapphire crystal,Blue,Brown,Buckle,374.0,327.0,2024-01-01,Low Sale
41206,Meistersinger,Automatic,steel,Animal skin,Men's watch/Unisex,339900.0,Circular,Sapphire crystal,Blue,Brown,Double-fold clasp,265.0,204.0,2023-01-01,Low Sale
41207,Meistersinger,Automatic,steel,Steel,Men's watch/Unisex,217717.5,Circular,Sapphire crystal,Green,Steel,"Fold clasp, hidden",374.0,327.0,2024-01-01,Low Sale
41208,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,117727.5,Circular,Sapphire crystal,Blue,Brown,Buckle,552.0,481.0,2023-01-01,Low Sale
41212,Meistersinger,Automatic,steel,Steel,Men's watch/Unisex,230092.5,Circular,Sapphire crystal,White,Silver,Buckle,3114.0,2202.0,2024-01-01,High Sale
41213,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,194617.5,Circular,Sapphire crystal,Black,Blue,Buckle,3114.0,2202.0,2024-01-01,High Sale
41214,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,88770.0,Circular,Sapphire crystal,Champagne,Brown,Buckle,14642.0,448.0,2017-01-01,High Sale
41218,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,111045.0,Circular,Sapphire crystal,Blue,Brown,Buckle,14642.0,448.0,2024-01-01,High Sale
41221,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,123915.0,Circular,Sapphire crystal,Black,Black,Buckle,648.0,448.0,2024-01-01,Low Sale
41222,Meistersinger,Automatic,steel,Animal skin,Men's watch/Unisex,176797.5,Circular,Sapphire crystal,Champagne,Brown,Buckle,648.0,448.0,2024-01-01,Low Sale
41231,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,155677.5,Circular,Sapphire crystal,Blue,Gold,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41246,Mercury,Automatic,steel,Leather,Men's watch/Unisex,79860.0,Rectangular,Sapphire crystal,Yellow,Black,"Fold clasp, hidden",14642.0,448.0,2024-01-01,High Sale
41248,Mercury,Quartz,steel,Silicon,Men's watch/Unisex,26565.0,Circular,Sapphire crystal,White,Black,Double-fold clasp,14642.0,448.0,2021-01-01,High Sale
41249,Mercury,Quartz,steel,Rubber,Men's watch/Unisex,33660.0,Rectangular,Mineral Glass,Grey,Black,Buckle,14642.0,448.0,2023-01-01,High Sale
41251,Mercury,Quartz,steel,Leather,Men's watch/Unisex,24750.0,Rectangular,Mineral Glass,Black,Black,Fold clasp,14642.0,448.0,2024-01-01,High Sale
41254,Mercury,Quartz,steel,Steel,Women's watch,33330.0,Rectangular,Sapphire crystal,Silver,Silver,Double-fold clasp,14642.0,448.0,2022-01-01,High Sale
41268,Michael Kors,Quartz,Ceramic,Ceramic,Women's watch,25740.0,Circular,Mineral Glass,Black,Black,Buckle,14642.0,448.0,2014-01-01,High Sale
41284,Michael Kors,Quartz,steel,Steel,Women's watch,19552.5,Rectangular,Mineral Glass,White,Gold,Fold clasp,14642.0,448.0,2017-01-01,High Sale
41310,Michele,Quartz,steel,gold,Women's watch,185625.0,Circular,Sapphire crystal,Black,Gold,Fold clasp,1197.0,674.0,2024-01-01,Medium Sale
41320,Michele,Quartz,steel,Steel,Women's watch,143962.5,Circular,Sapphire crystal,Blue,Silver,Fold clasp,1197.0,674.0,2023-01-01,Medium Sale
41326,Michele,Quartz,steel,Steel,Women's watch,128287.5,Circular,Sapphire crystal,Black,Gold,Fold clasp,1197.0,674.0,2024-01-01,Medium Sale
41330,Michele,Quartz,steel,Steel,Women's watch,155512.5,Circular,Sapphire crystal,Black,Gold,Fold clasp,1197.0,674.0,2024-01-01,Medium Sale
41332,Michele,Quartz,steel,Steel,Women's watch,76312.5,Rectangular,Sapphire crystal,Black,Gold,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41334,Michele,Quartz,steel,Steel,Women's watch,185625.0,Rectangular,Sapphire crystal,Gold,Gold,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41336,Michele,Quartz,steel,Steel,Women's watch,135712.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41337,Michele,Quartz,steel,Steel,Women's watch,59812.5,Rectangular,Sapphire crystal,Silver,Silver,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41340,Michele,Quartz,steel,Steel,Women's watch,152625.0,Circular,Sapphire crystal,Black,Black,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41341,Michele,Quartz,steel,Steel,Women's watch,106837.5,Rectangular,Sapphire crystal,Silver,Gold,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41342,Michele,Quartz,steel,Steel,Women's watch,153450.0,Rectangular,Sapphire crystal,Blue,Gold,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41344,Michele,Quartz,steel,Steel,Women's watch,135712.5,Rectangular,Sapphire crystal,Blue,Steel,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41345,Michele,Quartz,steel,Steel,Women's watch,164587.5,Circular,Sapphire crystal,Blue,Gold,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41346,Michele,Quartz,steel,Steel,Men's watch/Unisex,164587.5,Rectangular,Sapphire crystal,Black,Gold,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41347,Michele,Quartz,steel,Steel,Women's watch,85387.5,Circular,Sapphire crystal,Blue,Silver,Fold clasp,431.0,277.0,2024-01-01,Low Sale
41351,Michele,Quartz,steel,Steel,Women's watch,95287.5,Circular,Mineral Glass,Blue,Silver,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
41356,Michele,Quartz,steel,Steel,Women's watch,247087.5,Circular,Sapphire crystal,Blue,Gold,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41357,Michele,Quartz,steel,Steel,Women's watch,271837.5,Circular,Sapphire crystal,Silver,Gold,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
41358,Michele,Quartz,steel,Steel,Women's watch,156337.5,Circular,Sapphire crystal,Silver,Gold,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41360,Michele,Quartz,steel,Steel,Women's watch,156337.5,Circular,Sapphire crystal,Black,Gold,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
41361,Michele,Quartz,steel,Leather,Men's watch/Unisex,49087.5,Circular,Mineral Glass,Silver,Red,Buckle,1428.0,881.0,2024-01-01,Medium Sale
41362,Michele,Quartz,steel,Leather,Women's watch,49087.5,Circular,Mineral Glass,Blue,White,Buckle,1428.0,881.0,2024-01-01,Medium Sale
41363,Michele,Quartz,steel,Steel,Women's watch,247087.5,Circular,Sapphire crystal,Silver,Gold,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41364,Michele,Quartz,steel,Steel,Women's watch,222337.5,Circular,Sapphire crystal,Silver,Silver,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41365,Michele,Quartz,steel,Steel,Women's watch,131587.5,Circular,Sapphire crystal,Blue,Silver,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41366,Michele,Quartz,steel,Steel,Women's watch,189337.5,Circular,Sapphire crystal,White,Gold,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
41367,Michele,Quartz,steel,Steel,Women's watch,222337.5,Circular,Sapphire crystal,Silver,Gold,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
41368,Michele,Quartz,steel,Steel,Women's watch,197587.5,Circular,Sapphire crystal,Silver,Silver,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41369,Michele,Quartz,steel,Steel,Women's watch,139837.5,Circular,Sapphire crystal,Silver,Gold,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
41370,Michele,Quartz,steel,Steel,Women's watch,214087.5,Circular,Sapphire crystal,Silver,Steel,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41371,Michele,Quartz,steel,Steel,Women's watch,238837.5,Circular,Sapphire crystal,Blue,Gold,Double-fold clasp,1428.0,881.0,2024-01-01,Medium Sale
41372,Michele,Quartz,steel,Steel,Women's watch,271837.5,Circular,Sapphire crystal,Blue,Gold,Double-fold clasp,1428.0,881.0,2023-01-01,Medium Sale
41380,Michele,Quartz,steel,Textile,Women's watch,73837.5,Rectangular,Sapphire crystal,Blue,Blue,Buckle,547.0,373.0,2024-01-01,Low Sale
41406,Michel Herbelin,Quartz,steel,Leather,Men's watch/Unisex,35475.0,Circular,Sapphire crystal,Silver,Brown,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41416,Michel Herbelin,Quartz,steel,Steel,Men's watch/Unisex,31102.5,Circular,Sapphire crystal,Blue,Silver,Double-fold clasp,14642.0,448.0,2024-01-01,High Sale
41423,Michel Herbelin,Quartz,steel,Steel,Men's watch/Unisex,64597.5,Circular,Sapphire crystal,Black,Silver,Fold clasp,2331.0,1747.0,2024-01-01,Medium Sale
41430,Michel Herbelin,Quartz,steel,Leather,Women's watch,27390.0,Circular,Sapphire crystal,Silver,Black,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41448,Michel Herbelin,Quartz,steel,Leather,Women's watch,35475.0,Circular,Sapphire crystal,Blue,Blue,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41457,Michel Herbelin,Automatic,steel,Leather,Men's watch/Unisex,64597.5,Circular,Sapphire crystal,Blue,Brown,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41458,Michel Herbelin,Automatic,steel,Leather,Men's watch/Unisex,87945.0,Circular,Sapphire crystal,Blue,Brown,Buckle,14642.0,448.0,2021-01-01,High Sale
41463,Michel Herbelin,Manual winding,steel,Animal skin,Men's watch/Unisex,62205.0,Circular,Sapphire crystal,Silver,Brown,Buckle,14642.0,448.0,2022-01-01,High Sale
41478,Michel Herbelin,Quartz,steel,Silicon,Men's watch/Unisex,48427.5,Circular,Sapphire crystal,Blue,Blue,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41479,Michel Herbelin,Quartz,steel,Leather,Men's watch/Unisex,44302.5,Circular,Sapphire crystal,Black,Black,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41481,Michel Herbelin,Automatic,steel,Leather,Men's watch/Unisex,62205.0,Circular,Sapphire crystal,Blue,Black,Buckle,14642.0,448.0,2024-01-01,High Sale
41482,Michel Herbelin,Quartz,steel,Steel,Women's watch,53212.5,Circular,Sapphire crystal,White,Silver,Fold clasp,2331.0,1747.0,2024-01-01,Medium Sale
41484,Michel Herbelin,Quartz,steel,Leather,Men's watch/Unisex,26647.5,Circular,Sapphire crystal,Blue,Blue,Buckle,14642.0,448.0,1990-01-01,High Sale
41486,Michel Herbelin,Quartz,steel,Leather,Men's watch/Unisex,61297.5,Circular,Sapphire crystal,Black,Black,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41495,Michel Herbelin,Automatic,steel,Steel,Men's watch/Unisex,102052.5,Rectangular,Sapphire crystal,Black,Steel,Fold clasp,14642.0,448.0,2010-01-01,High Sale
41496,Michel Herbelin,Quartz,steel,Steel,Women's watch,75405.0,Rectangular,Sapphire crystal,Blue,Silver,Double-fold clasp,14642.0,448.0,2014-01-01,High Sale
41498,Michel Herbelin,Automatic,steel,Leather,Men's watch/Unisex,72682.5,Circular,Sapphire crystal,Black,Brown,Buckle,2331.0,1747.0,2024-01-01,Medium Sale
41499,Michel Herbelin,Automatic,steel,Steel,Men's watch/Unisex,72682.5,Circular,Sapphire crystal,Black,Silver,Fold clasp,2331.0,1747.0,2024-01-01,Medium Sale
41503,Michel Herbelin,Quartz,steel,Steel,Women's watch,46200.0,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,14642.0,448.0,2024-01-01,High Sale
41515,Michel Jordi,Automatic,steel,Leather,Men's watch/Unisex,141735.0,Circular,Sapphire crystal,Blue,Blue,Buckle,436.0,274.0,2024-01-01,Low Sale
41516,Michel Jordi,Automatic,Titanium,Rubber,Men's watch/Unisex,666352.5,Circular,Sapphire crystal,Black,Black,Double-fold clasp,14642.0,448.0,2020-01-01,High Sale
41527,Mido,Automatic,steel,Steel,Men's watch/Unisex,71362.5,Circular,Sapphire crystal,Grey,Steel,Double-fold clasp,14642.0,448.0,2017-01-01,High Sale
41530,Mido,Automatic,steel,Steel,Men's watch/Unisex,247912.5,Circular,Sapphire crystal,Black,Black,Fold clasp,349.0,287.0,2024-01-01,Low Sale
41551,Mido,Automatic,steel,Leather,Men's watch/Unisex,61462.5,Circular,Sapphire crystal,Blue,Blue,Buckle,1151.0,812.0,2023-01-01,Medium Sale
41554,Mido,Automatic,steel,Steel,Men's watch/Unisex,83325.0,Circular,Sapphire crystal,Green,Steel,Fold clasp,1197.0,674.0,2023-01-01,Medium Sale
41555,Mido,Automatic,steel,Leather,Men's watch/Unisex,98917.5,Circular,Sapphire crystal,Black,Black,Fold clasp,1197.0,674.0,2023-01-01,Medium Sale
41556,Mido,Automatic,steel,Steel,Men's watch/Unisex,68640.0,Circular,Sapphire crystal,Black,Steel,Fold clasp,1197.0,674.0,2023-01-01,Medium Sale
41558,Mido,Automatic,steel,Steel,Men's watch/Unisex,88275.0,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1197.0,674.0,2024-01-01,Medium Sale
41559,Mido,Automatic,steel,Steel,Women's watch,88687.5,Circular,Sapphire crystal,Blue,Steel,Fold clasp,1197.0,674.0,2024-01-01,Medium Sale
